Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
pr,11314003,0,"Thursday, November 10, 2011 13:18:52 UTC",19.1933,-64.3472,3.8,9.00,12,"Virgin Islands region"
hv,60282611,1,"Thursday, November 10, 2011 13:05:01 UTC",19.3647,-155.6002,1.7,13.20,31,"Island of Hawaii, Hawaii"
us,c0006pwq,6,"Thursday, November 10, 2011 12:49:57 UTC",13.6878,-90.6596,4.5,58.10,116,"offshore Guatemala"
pr,11314004,0,"Thursday, November 10, 2011 12:38:54 UTC",19.1340,-64.2149,2.8,42.00, 4,"Virgin Islands region"
nc,71679141,3,"Thursday, November 10, 2011 12:38:48 UTC",38.7923,-122.8063,1.9,3.70,64,"Northern California"
ci,15074356,2,"Thursday, November 10, 2011 12:27:43 UTC",33.3898,-116.3722,1.1,4.60,33,"Southern California"
nc,71679126,3,"Thursday, November 10, 2011 12:21:25 UTC",38.7922,-122.8067,1.2,3.80,48,"Northern California"
pr,11314005,0,"Thursday, November 10, 2011 12:12:30 UTC",18.0956,-67.0859,1.2,13.50, 3,"Puerto Rico"
pr,11314002,0,"Thursday, November 10, 2011 12:11:58 UTC",18.9773,-64.1080,3.3,56.00, 9,"Virgin Islands region"
pr,11314001,0,"Thursday, November 10, 2011 12:10:59 UTC",19.1240,-64.3440,3.0,10.80,10,"Virgin Islands region"
nc,71679121,2,"Thursday, November 10, 2011 12:10:43 UTC",35.8543,-120.3943,1.1,4.80,42,"Central California"
pr,11314000,0,"Thursday, November 10, 2011 12:09:31 UTC",18.9060,-64.0149,2.2,61.00, 3,"Virgin Islands region"
ak,10352032,2,"Thursday, November 10, 2011 12:09:09 UTC",60.8840,-150.2329,2.3,41.40,47,"Kenai Peninsula, Alaska"
nc,71679111,3,"Thursday, November 10, 2011 12:07:48 UTC",35.8490,-120.3992,2.4,5.60,87,"Central California"
nc,71679116,2,"Thursday, November 10, 2011 12:07:20 UTC",37.9060,-121.8013,1.3,16.80,15,"San Francisco Bay area, California"
nc,71679096,3,"Thursday, November 10, 2011 11:47:44 UTC",38.7713,-122.7257,2.0,2.00,67,"Northern California"
nc,71679086,3,"Thursday, November 10, 2011 11:05:55 UTC",36.2142,-120.3478,2.4,9.30,73,"Central California"
nc,71679081,3,"Thursday, November 10, 2011 11:01:09 UTC",38.8123,-122.7950,1.3,3.40,47,"Northern California"
ak,10352019,2,"Thursday, November 10, 2011 10:46:47 UTC",63.8345,-148.6204,1.2,100.70,13,"Central Alaska"
nc,71679071,2,"Thursday, November 10, 2011 10:46:30 UTC",38.8100,-122.7898,1.0,3.80,45,"Northern California"
nc,71679061,2,"Thursday, November 10, 2011 10:37:59 UTC",38.8197,-122.8148,1.0,3.00,31,"Northern California"
ak,10352013,2,"Thursday, November 10, 2011 10:18:04 UTC",59.5650,-153.0718,2.1,97.30,36,"Southern Alaska"
ci,15074332,2,"Thursday, November 10, 2011 09:48:25 UTC",33.0510,-116.4528,1.5,5.60,88,"Southern California"
ak,10352010,2,"Thursday, November 10, 2011 09:42:03 UTC",60.5680,-147.6466,1.4,3.70,20,"Southern Alaska"
nc,71679041,4,"Thursday, November 10, 2011 09:41:22 UTC",37.3868,-118.8997,1.0,3.70,13,"Central California"
ci,15074324,2,"Thursday, November 10, 2011 09:39:45 UTC",33.3295,-116.3865,1.7,13.00,88,"Southern California"
ak,10352002,2,"Thursday, November 10, 2011 09:34:58 UTC",63.1267,-149.1101,2.0,76.70,32,"Central Alaska"
uu,11100933,2,"Thursday, November 10, 2011 09:33:09 UTC",41.9847,-111.8073,1.2,7.50, 8,"Utah"
ak,10351998,2,"Thursday, November 10, 2011 09:15:05 UTC",60.5489,-152.2826,1.4,16.00,18,"Southern Alaska"
nc,71679026,0,"Thursday, November 10, 2011 09:01:57 UTC",38.8227,-122.8278,1.0,1.10,13,"Northern California"
ak,10351996,2,"Thursday, November 10, 2011 08:58:00 UTC",61.4977,-151.9362,1.4,6.90,22,"Southern Alaska"
ak,10351992,2,"Thursday, November 10, 2011 08:51:43 UTC",62.7143,-149.4949,1.5,66.80,20,"Central Alaska"
us,c0006pty,6,"Thursday, November 10, 2011 08:36:38 UTC",35.5054,-96.8343,3.2,4.90,36,"Oklahoma"
ci,15074308,2,"Thursday, November 10, 2011 08:29:03 UTC",33.8317,-116.9695,1.1,12.70,53,"Southern California"
us,c0006pte,6,"Thursday, November 10, 2011 07:51:26 UTC",-21.3091,169.8687,5.0,99.20,105,"southeast of the Loyalty Islands"
ak,10351987,2,"Thursday, November 10, 2011 07:44:44 UTC",63.2597,-151.3946,1.6,10.70,14,"Central Alaska"
ak,10351983,2,"Thursday, November 10, 2011 07:33:10 UTC",58.5466,-154.3323,2.9,2.20,32,"Alaska Peninsula"
mb,11205055,2,"Thursday, November 10, 2011 07:30:31 UTC",44.6308,-114.3966,1.7,20.00,13,"southern Idaho"
ak,10351979,2,"Thursday, November 10, 2011 07:28:36 UTC",58.5576,-154.3486,3.2,1.60,36,"Alaska Peninsula"
uu,11100724,2,"Thursday, November 10, 2011 07:24:44 UTC",39.6372,-110.3938,1.6,1.80, 7,"Utah"
uu,11100719,2,"Thursday, November 10, 2011 07:19:54 UTC",39.4363,-111.2305,1.7,2.90, 8,"Utah"
hv,60282576,1,"Thursday, November 10, 2011 07:19:17 UTC",20.0335,-155.8533,1.9,26.40,30,"Hawaii region, Hawaii"
hv,60282571,1,"Thursday, November 10, 2011 07:03:20 UTC",19.3625,-155.5987,3.3,13.00,52,"Island of Hawaii, Hawaii"
ak,10354159,2,"Thursday, November 10, 2011 07:01:00 UTC",51.3919,-176.7017,3.2,28.40, 7,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15074292,2,"Thursday, November 10, 2011 06:47:07 UTC",32.5687,-115.7070,2.1,10.00,34,"Baja California, Mexico"
se,111011a,C,"Thursday, November 10, 2011 06:34:42 UTC",35.6651,-84.1653,2.4,12.40,17,"eastern Tennessee"
ak,10354158,2,"Thursday, November 10, 2011 05:58:30 UTC",59.9246,-153.5318,2.0,114.90,21,"Southern Alaska"
ak,10351971,2,"Thursday, November 10, 2011 05:37:01 UTC",63.5277,-150.8852,1.2,12.20,13,"Central Alaska"
ak,10351965,2,"Thursday, November 10, 2011 05:09:32 UTC",61.1259,-146.9241,1.6,0.00, 9,"Southern Alaska"
ak,10351963,2,"Thursday, November 10, 2011 04:52:25 UTC",64.7080,-147.7856,1.1,24.80,12,"Central Alaska"
nn,00354847,8,"Thursday, November 10, 2011 04:40:44 UTC",40.2953,-119.7342,1.0,12.20,11,"Nevada"
nc,71678911,2,"Thursday, November 10, 2011 04:38:42 UTC",38.1870,-119.1457,1.8,8.90,14,"Central California"
uu,00008427,6,"Thursday, November 10, 2011 04:27:45 UTC",39.3008,-111.1522,3.9,5.90,31,"Utah"
ak,10351950,3,"Thursday, November 10, 2011 04:21:50 UTC",63.9354,-148.9634,2.2,0.00,15,"Central Alaska"
ak,10354153,2,"Thursday, November 10, 2011 03:43:17 UTC",63.0297,-150.7312,1.3,114.30,11,"Central Alaska"
ak,10351944,2,"Thursday, November 10, 2011 03:43:05 UTC",65.0450,-148.6322,1.0,18.20,13,"northern Alaska"
ak,10351943,3,"Thursday, November 10, 2011 03:26:57 UTC",61.6706,-146.4669,1.2,20.00,19,"Southern Alaska"
ak,10351939,2,"Thursday, November 10, 2011 02:58:17 UTC",63.0716,-150.4630,1.8,106.50,31,"Central Alaska"
nc,71678856,3,"Thursday, November 10, 2011 02:39:38 UTC",38.7730,-122.7377,1.6,1.90,42,"Northern California"
us,c0006prh,5,"Thursday, November 10, 2011 02:34:53 UTC",-1.5620,138.3980,5.3,30.40,54,"near the north coast of Papua, Indonesia"
uu,11100155,2,"Thursday, November 10, 2011 01:55:46 UTC",39.4217,-111.2283,1.6,7.00, 7,"Utah"
ak,10351916,2,"Thursday, November 10, 2011 01:51:55 UTC",58.5497,-154.3308,2.8,0.40,36,"Alaska Peninsula"
ak,10351909,2,"Thursday, November 10, 2011 01:47:34 UTC",60.6260,-152.3293,2.0,96.60,43,"Southern Alaska"
ak,10351902,2,"Thursday, November 10, 2011 01:37:22 UTC",58.6089,-143.8039,2.2,26.90,37,"Gulf of Alaska"
ak,10354146,2,"Thursday, November 10, 2011 01:20:15 UTC",63.0714,-151.5508,1.0,15.10,11,"Central Alaska"
ak,10354145,2,"Thursday, November 10, 2011 01:09:03 UTC",63.2857,-149.6945,1.2,94.60,13,"Central Alaska"
nc,71678826,2,"Thursday, November 10, 2011 00:46:28 UTC",37.4630,-118.8122,1.2,7.40,32,"Central California"
uu,11100032,2,"Thursday, November 10, 2011 00:32:49 UTC",44.6872,-110.4350,1.8,3.90, 6,"Yellowstone National Park, Wyoming"
nc,71678816,2,"Thursday, November 10, 2011 00:30:51 UTC",38.8310,-122.8087,1.0,1.50,32,"Northern California"
ci,15074236,2,"Thursday, November 10, 2011 00:27:47 UTC",35.0337,-117.6703,1.3,7.00,13,"Southern California"
nc,71678796,2,"Wednesday, November  9, 2011 23:30:02 UTC",40.3290,-122.3062,1.8,36.30,15,"Northern California"
ak,10351703,2,"Wednesday, November  9, 2011 22:51:44 UTC",60.0507,-152.9402,2.1,118.30,33,"Southern Alaska"
ak,10351698,2,"Wednesday, November  9, 2011 22:41:09 UTC",60.9556,-146.7355,1.2,20.10,14,"Southern Alaska"
us,c0006pn4,5,"Wednesday, November  9, 2011 22:38:20 UTC",38.2432,43.1913,4.5,10.10,41,"eastern Turkey"
ci,15074204,4,"Wednesday, November  9, 2011 22:15:47 UTC",33.8517,-117.5012,1.4,7.00,11,"Greater Los Angeles area, California"
ak,10351661,2,"Wednesday, November  9, 2011 22:01:28 UTC",59.3368,-151.8589,2.3,9.50,37,"Kenai Peninsula, Alaska"
us,c0006pmc,6,"Wednesday, November  9, 2011 22:01:04 UTC",52.4769,159.8341,5.1,51.30,258,"off the east coast of the Kamchatka Peninsula, Russia"
us,c0006plu,8,"Wednesday, November  9, 2011 21:52:20 UTC",10.5756,146.1739,5.7,9.90,207,"south of the Mariana Islands"
nc,71678741,3,"Wednesday, November  9, 2011 21:47:16 UTC",38.8350,-122.7748,2.0,2.70,65,"Northern California"
ak,10351656,3,"Wednesday, November  9, 2011 21:47:15 UTC",62.1498,-150.7551,1.8,64.10,32,"Central Alaska"
ci,15074188,4,"Wednesday, November  9, 2011 21:39:26 UTC",32.2035,-115.2620,1.8,10.00,11,"Baja California, Mexico"
ak,10351644,2,"Wednesday, November  9, 2011 21:35:51 UTC",61.4741,-149.7320,1.8,34.50,33,"Southern Alaska"
ak,10354011,2,"Wednesday, November  9, 2011 21:30:08 UTC",61.5956,-149.8945,1.5,40.90,17,"Southern Alaska"
nc,71678726,3,"Wednesday, November  9, 2011 21:21:59 UTC",38.8212,-122.8125,1.2,3.70,65,"Northern California"
ci,15074172,2,"Wednesday, November  9, 2011 21:12:37 UTC",33.9833,-117.2098,1.8,17.80,91,"Greater Los Angeles area, California"
us,c0006pkp,5,"Wednesday, November  9, 2011 21:07:35 UTC",-27.0990,-176.7343,4.8,56.10,38,"Kermadec Islands region"
ci,15074164,4,"Wednesday, November  9, 2011 21:00:19 UTC",36.1042,-117.9035,1.1,4.50,27,"Central California"
nc,71678731,2,"Wednesday, November  9, 2011 20:41:19 UTC",37.6260,-119.3588,1.0,4.60,10,"Central California"
ak,10351616,2,"Wednesday, November  9, 2011 20:30:59 UTC",60.3008,-139.7323,2.0,1.50,28,"Southern Yukon Territory, Canada"
ak,10351612,2,"Wednesday, November  9, 2011 20:25:09 UTC",61.0434,-152.3499,1.9,122.30,22,"Southern Alaska"
ci,15074156,2,"Wednesday, November  9, 2011 20:22:40 UTC",31.8347,-114.7032,3.4,10.00, 8,"Sonora, Mexico"
pr,11313001,0,"Wednesday, November  9, 2011 20:18:56 UTC",19.3670,-64.2630,3.8,123.70,10,"Virgin Islands region"
ak,10351605,2,"Wednesday, November  9, 2011 20:06:42 UTC",64.9963,-147.3568,1.3,0.00, 6,"Central Alaska"
nc,71678651,4,"Wednesday, November  9, 2011 19:56:33 UTC",37.9813,-122.4657,1.1,0.00, 8,"San Francisco Bay, California"
nc,71678641,4,"Wednesday, November  9, 2011 19:54:26 UTC",35.4842,-120.5985,1.5,0.00,58,"Central California"
nc,71678636,6,"Wednesday, November  9, 2011 19:46:13 UTC",37.9193,-120.5133,1.2,0.00, 5,"Central California"
ak,10351583,2,"Wednesday, November  9, 2011 19:39:43 UTC",63.2420,-150.7196,2.1,129.20,35,"Central Alaska"
us,b0006mkw,6,"Wednesday, November  9, 2011 19:23:33 UTC",38.4288,43.2290,5.6,5.00, 0,"eastern Turkey"
pr,11313002,0,"Wednesday, November  9, 2011 19:08:18 UTC",18.1280,-67.2809,1.9,22.40, 4,"Mona Passage, Puerto Rico"
nc,71678576,2,"Wednesday, November  9, 2011 18:28:36 UTC",39.0235,-123.0587,1.1,3.30,15,"Northern California"
nc,71678571,3,"Wednesday, November  9, 2011 18:23:02 UTC",38.8085,-122.8005,2.0,2.60,59,"Northern California"
us,b0006mjs,7,"Wednesday, November  9, 2011 18:22:59 UTC",-4.6164,-77.4821,4.9,43.30,142,"northern Peru"
ak,10351420,2,"Wednesday, November  9, 2011 18:03:46 UTC",63.1390,-150.2957,1.3,99.70,14,"Central Alaska"
ak,10354005,2,"Wednesday, November  9, 2011 17:56:15 UTC",62.2000,-150.4165,1.4,4.50,19,"Central Alaska"
ak,10354004,2,"Wednesday, November  9, 2011 17:54:33 UTC",64.8756,-151.1334,1.2,8.80, 9,"Central Alaska"
ak,10354003,2,"Wednesday, November  9, 2011 17:35:10 UTC",60.5414,-152.6631,1.5,108.50,12,"Southern Alaska"
uu,11091709,2,"Wednesday, November  9, 2011 17:09:24 UTC",39.4158,-111.2218,1.5,8.30, 7,"Utah"
ak,10354002,2,"Wednesday, November  9, 2011 17:07:02 UTC",63.2598,-150.7216,1.4,127.10,13,"Central Alaska"
ak,10351404,2,"Wednesday, November  9, 2011 17:03:43 UTC",62.7724,-149.4924,1.4,71.10,15,"Central Alaska"
se,110911b,B,"Wednesday, November  9, 2011 16:44:34 UTC",34.7726,-84.9820,2.7,5.20,19,"Georgia, USA"
nc,71678496,3,"Wednesday, November  9, 2011 16:37:16 UTC",40.5170,-124.3825,1.6,17.40, 9,"offshore Northern California"
nc,71678491,3,"Wednesday, November  9, 2011 16:34:03 UTC",38.8218,-122.7883,1.6,2.40,66,"Northern California"
uu,11091618,2,"Wednesday, November  9, 2011 16:18:46 UTC",39.4397,-111.2345,1.4,2.50, 8,"Utah"
nc,71678481,3,"Wednesday, November  9, 2011 16:17:22 UTC",37.3772,-119.0343,2.1,9.80,38,"Central California"
ak,10351393,2,"Wednesday, November  9, 2011 16:07:00 UTC",60.2992,-139.7594,1.7,0.40,22,"Southern Yukon Territory, Canada"
ak,10353999,2,"Wednesday, November  9, 2011 15:36:24 UTC",62.0572,-149.4685,1.2,26.10,14,"Central Alaska"
ci,15074076,4,"Wednesday, November  9, 2011 15:35:30 UTC",33.4925,-116.4922,2.0,12.90,67,"Southern California"
ci,15074068,2,"Wednesday, November  9, 2011 15:35:03 UTC",33.4882,-116.5000,2.1,12.30,91,"Southern California"
uu,11091534,2,"Wednesday, November  9, 2011 15:34:59 UTC",39.6418,-110.3912,1.6,1.90,10,"Utah"
ak,10351384,2,"Wednesday, November  9, 2011 15:33:51 UTC",64.8706,-147.3454,1.7,11.10,14,"Central Alaska"
ak,10351382,2,"Wednesday, November  9, 2011 15:10:32 UTC",63.4974,-147.7341,1.1,11.40,11,"Central Alaska"
nc,71678421,2,"Wednesday, November  9, 2011 14:53:13 UTC",37.5728,-118.8190,1.3,7.00,26,"Central California"
ak,10353996,2,"Wednesday, November  9, 2011 14:50:09 UTC",59.5008,-152.6772,2.0,76.70,39,"Southern Alaska"
ak,10353995,2,"Wednesday, November  9, 2011 14:43:39 UTC",61.2111,-151.2131,1.4,64.50,18,"Southern Alaska"
ci,15074044,2,"Wednesday, November  9, 2011 14:26:26 UTC",33.1563,-115.6422,1.3,2.70,22,"Southern California"
ak,10351374,2,"Wednesday, November  9, 2011 14:20:18 UTC",61.6746,-149.7328,1.4,40.50,12,"Southern Alaska"
ak,10351371,2,"Wednesday, November  9, 2011 14:18:55 UTC",60.2979,-150.9101,2.1,66.90,28,"Kenai Peninsula, Alaska"
us,b0006mfb,A,"Wednesday, November  9, 2011 13:49:21 UTC",-19.1469,-174.0675,4.7,10.00,29,"Tonga"
uu,11091349,2,"Wednesday, November  9, 2011 13:49:09 UTC",40.4628,-111.9613,1.3,0.20, 9,"Wasatch Front Urban Corridor, Utah"
ak,10353992,2,"Wednesday, November  9, 2011 13:48:18 UTC",61.6892,-149.8498,2.4,18.80,20,"Southern Alaska"
ak,10351362,2,"Wednesday, November  9, 2011 13:47:40 UTC",62.5444,-151.0533,2.6,87.00,44,"Central Alaska"
nc,71678371,5,"Wednesday, November  9, 2011 13:45:02 UTC",37.4538,-118.8392,1.4,5.70,39,"Central California"
ak,10353990,2,"Wednesday, November  9, 2011 13:30:53 UTC",60.8802,-150.2353,1.3,34.40,16,"Kenai Peninsula, Alaska"
ak,10351357,2,"Wednesday, November  9, 2011 13:21:53 UTC",60.0189,-150.8544,1.7,46.30,15,"Kenai Peninsula, Alaska"
ak,10351351,2,"Wednesday, November  9, 2011 13:11:07 UTC",58.5368,-154.3122,3.4,3.10,54,"Alaska Peninsula"
ak,10353987,2,"Wednesday, November  9, 2011 12:56:57 UTC",62.2254,-148.7917,1.5,11.70,21,"Central Alaska"
nm,110911a,A,"Wednesday, November  9, 2011 12:35:48 UTC",36.1106,-89.3903,2.5,7.70,20,"Tennessee"
ak,10353986,2,"Wednesday, November  9, 2011 12:28:43 UTC",63.7859,-146.8092,1.3,9.70,11,"Central Alaska"
ak,10351345,2,"Wednesday, November  9, 2011 12:10:16 UTC",62.8804,-148.1627,1.8,70.40,30,"Central Alaska"
us,b0006med,5,"Wednesday, November  9, 2011 12:08:36 UTC",35.5308,-96.7702,3.0,4.90,17,"Oklahoma"
nc,71678336,5,"Wednesday, November  9, 2011 11:55:02 UTC",38.8067,-122.7972,1.9,4.00,81,"Northern California"
ak,10351340,3,"Wednesday, November  9, 2011 11:39:10 UTC",56.5422,-154.5797,3.0,44.80,29,"Kodiak Island region, Alaska"
us,b0006me4,5,"Wednesday, November  9, 2011 11:23:26 UTC",-6.8313,126.8556,4.8,440.20,35,"Banda Sea"
ci,37011479,2,"Wednesday, November  9, 2011 11:07:03 UTC",36.0220,-117.5233,1.0,3.70,16,"Central California"
ci,15073996,4,"Wednesday, November  9, 2011 11:06:29 UTC",36.0272,-117.5222,1.1,4.40,26,"Central California"
ci,15073988,2,"Wednesday, November  9, 2011 11:02:02 UTC",33.6748,-116.7638,1.3,20.00,84,"Southern California"
ak,10353983,2,"Wednesday, November  9, 2011 11:01:32 UTC",60.1895,-152.8951,1.7,117.40,23,"Southern Alaska"
nc,71678311,3,"Wednesday, November  9, 2011 10:45:10 UTC",38.8267,-122.7967,1.3,3.30,72,"Northern California"
nc,71678296,2,"Wednesday, November  9, 2011 10:02:24 UTC",38.7633,-122.7438,1.0,2.30,47,"Northern California"
ak,10351321,2,"Wednesday, November  9, 2011 09:55:40 UTC",60.3307,-147.2709,2.6,5.20,44,"Southern Alaska"
ci,15073972,2,"Wednesday, November  9, 2011 09:51:19 UTC",35.0227,-116.9625,1.6,3.70,48,"Southern California"
ak,10351318,2,"Wednesday, November  9, 2011 09:25:15 UTC",62.2548,-149.2672,1.7,44.90,24,"Central Alaska"
uu,11090919,2,"Wednesday, November  9, 2011 09:18:45 UTC",39.4428,-111.2167,1.5,8.70, 5,"Utah"
us,b0006md2,7,"Wednesday, November  9, 2011 09:07:35 UTC",-3.5691,149.6041,4.9,34.70,57,"Bismarck Sea"
ak,10353979,2,"Wednesday, November  9, 2011 08:56:57 UTC",58.0799,-151.6838,2.0,14.80, 8,"Kodiak Island region, Alaska"
ak,10353978,2,"Wednesday, November  9, 2011 08:40:26 UTC",61.4174,-150.8178,1.7,57.90,24,"Southern Alaska"
ak,10351315,2,"Wednesday, November  9, 2011 08:30:50 UTC",52.6878,-168.3749,2.8,48.10,13,"Fox Islands, Aleutian Islands, Alaska"
nc,71678281,3,"Wednesday, November  9, 2011 08:30:41 UTC",35.6182,-120.8855,1.1,7.90,29,"Central California"
ak,10351309,2,"Wednesday, November  9, 2011 08:22:30 UTC",60.3037,-141.9326,1.8,7.70,23,"Southern Alaska"
ak,10351307,2,"Wednesday, November  9, 2011 08:01:51 UTC",61.1214,-150.3278,1.5,23.20,23,"Southern Alaska"
ak,10351305,2,"Wednesday, November  9, 2011 07:59:30 UTC",63.1757,-150.5709,1.6,119.20,15,"Central Alaska"
nc,71678261,2,"Wednesday, November  9, 2011 07:35:14 UTC",38.8377,-122.8285,1.0,2.10,42,"Northern California"
uu,11090733,2,"Wednesday, November  9, 2011 07:33:59 UTC",39.4405,-111.2332,1.4,2.70, 7,"Utah"
ak,10353972,2,"Wednesday, November  9, 2011 07:19:57 UTC",51.9573,-173.3001,2.3,58.10, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10351298,2,"Wednesday, November  9, 2011 07:13:25 UTC",62.0803,-151.1872,1.7,80.40,22,"Central Alaska"
uu,11090705,2,"Wednesday, November  9, 2011 07:05:04 UTC",39.4397,-111.2313,1.5,2.50, 7,"Utah"
nc,71678246,4,"Wednesday, November  9, 2011 06:56:57 UTC",36.3898,-125.7567,4.0,5.00,46,"off the coast of California"
ak,10353970,2,"Wednesday, November  9, 2011 06:49:27 UTC",61.8327,-149.2490,1.2,4.50,10,"Southern Alaska"
ak,10351289,2,"Wednesday, November  9, 2011 06:42:52 UTC",61.3135,-149.9083,2.5,40.00,41,"Southern Alaska"
nn,00354699,8,"Wednesday, November  9, 2011 06:40:23 UTC",39.2971,-115.7464,4.0,0.00, 6,"Nevada"
ak,10351288,2,"Wednesday, November  9, 2011 06:39:00 UTC",63.2775,-151.3328,1.2,9.90,13,"Central Alaska"
uu,11090627,2,"Wednesday, November  9, 2011 06:26:35 UTC",39.4392,-111.2290,1.4,2.60, 8,"Utah"
nc,71678221,3,"Wednesday, November  9, 2011 06:15:29 UTC",38.8173,-122.7882,1.6,2.60,55,"Northern California"
ak,10351286,2,"Wednesday, November  9, 2011 06:15:19 UTC",61.0366,-152.3934,2.0,115.10,23,"Southern Alaska"
pr,11313000,0,"Wednesday, November  9, 2011 06:15:08 UTC",18.3719,-67.2929,3.0,116.30, 3,"Mona Passage, Puerto Rico"
ci,15073916,2,"Wednesday, November  9, 2011 06:02:22 UTC",35.9893,-117.9123,1.1,7.30,19,"Central California"
ci,15073908,4,"Wednesday, November  9, 2011 05:53:02 UTC",35.9720,-117.9097,1.0,5.20,21,"Central California"
ak,10351278,2,"Wednesday, November  9, 2011 05:51:51 UTC",60.7385,-147.8383,2.0,18.10,25,"Southern Alaska"
ak,10351274,2,"Wednesday, November  9, 2011 05:36:07 UTC",59.7972,-152.3266,1.9,66.10,23,"Southern Alaska"
ak,10353964,2,"Wednesday, November  9, 2011 05:35:07 UTC",62.1629,-149.5665,1.5,66.30,15,"Central Alaska"
uu,11090534,2,"Wednesday, November  9, 2011 05:33:05 UTC",39.4398,-111.2310,1.3,1.60, 8,"Utah"
ak,10351273,2,"Wednesday, November  9, 2011 05:23:44 UTC",58.6633,-153.6057,2.0,71.40,17,"Kodiak Island region, Alaska"
nc,71678196,4,"Wednesday, November  9, 2011 05:21:23 UTC",39.2412,-123.1728,1.8,6.80,23,"Northern California"
uu,11090442,2,"Wednesday, November  9, 2011 04:42:59 UTC",39.6412,-110.3943,1.6,1.70, 6,"Utah"
nc,71678171,2,"Wednesday, November  9, 2011 04:32:50 UTC",37.6572,-118.8612,1.3,6.40,31,"Long Valley area, California"
uw,11090409,1,"Wednesday, November  9, 2011 04:09:52 UTC",47.3778,-122.8163,1.9,24.80,26,"Puget Sound region, Washington"
ak,10351263,2,"Wednesday, November  9, 2011 03:48:18 UTC",61.3788,-151.9762,1.9,102.70,34,"Southern Alaska"
ak,10351254,2,"Wednesday, November  9, 2011 03:27:57 UTC",60.7253,-147.8215,2.1,18.90,25,"Southern Alaska"
uu,11090322,2,"Wednesday, November  9, 2011 03:22:20 UTC",39.4207,-111.2280,1.4,8.90, 6,"Utah"
uw,11090321,1,"Wednesday, November  9, 2011 03:21:46 UTC",47.8405,-122.2663,1.7,24.70,23,"Seattle-Tacoma urban area, Washington"
hv,60282336,1,"Wednesday, November  9, 2011 03:17:59 UTC",19.3027,-155.4755,1.7,36.50,36,"Island of Hawaii, Hawaii"
ci,15073852,2,"Wednesday, November  9, 2011 03:14:23 UTC",34.1797,-116.8207,1.9,8.40,83,"Southern California"
ak,10351243,2,"Wednesday, November  9, 2011 03:08:18 UTC",61.2855,-150.4813,2.5,43.30,53,"Southern Alaska"
uu,11090305,2,"Wednesday, November  9, 2011 03:05:59 UTC",39.4447,-111.2353,1.2,4.90, 7,"Utah"
uu,11090259,2,"Wednesday, November  9, 2011 02:58:31 UTC",39.4385,-111.2298,1.6,2.50, 8,"Utah"
us,b0006mau,4,"Wednesday, November  9, 2011 02:35:33 UTC",-23.9970,-66.9424,4.4,200.20,19,"Salta, Argentina"
nc,71678136,2,"Wednesday, November  9, 2011 02:35:30 UTC",38.8450,-122.8273,1.1,2.30,33,"Northern California"
nc,71678131,3,"Wednesday, November  9, 2011 02:34:28 UTC",38.8437,-122.8275,1.6,2.20,72,"Northern California"
uu,11090233,2,"Wednesday, November  9, 2011 02:33:24 UTC",39.4377,-111.2293,1.3,2.50, 8,"Utah"
ak,10351223,2,"Wednesday, November  9, 2011 02:29:51 UTC",60.3948,-152.4183,2.1,108.50,26,"Southern Alaska"
nc,71678121,3,"Wednesday, November  9, 2011 02:15:07 UTC",38.8335,-122.8083,1.7,2.70,80,"Northern California"
ak,10351217,2,"Wednesday, November  9, 2011 02:12:54 UTC",65.2084,-149.6035,1.5,9.80,17,"northern Alaska"
nn,00354695,8,"Wednesday, November  9, 2011 02:08:56 UTC",38.2562,-115.9902,2.1,0.00, 4,"Nevada"
nc,71678111,3,"Wednesday, November  9, 2011 01:52:50 UTC",38.8065,-122.8115,1.3,1.60,66,"Northern California"
uu,11090140,2,"Wednesday, November  9, 2011 01:40:48 UTC",39.3913,-111.2277,1.8,10.70, 7,"Utah"
us,b0006mai,4,"Wednesday, November  9, 2011 01:20:44 UTC",37.9135,55.7645,4.2,30.00,18,"northern Iran"
ak,10351192,2,"Wednesday, November  9, 2011 01:20:43 UTC",61.3220,-150.6685,2.0,46.80,36,"Southern Alaska"
uu,11090113,2,"Wednesday, November  9, 2011 01:13:06 UTC",38.9915,-111.3705,1.4,5.50,10,"Utah"
nc,71678101,3,"Wednesday, November  9, 2011 01:07:50 UTC",37.4753,-118.8425,1.8,7.90,43,"Central California"
ak,10351177,2,"Wednesday, November  9, 2011 01:05:47 UTC",63.1168,-150.7943,1.8,120.70,25,"Central Alaska"
ci,15073812,2,"Wednesday, November  9, 2011 00:34:53 UTC",35.3980,-117.8167,1.0,9.20,34,"Southern California"
ak,10353955,2,"Wednesday, November  9, 2011 00:26:20 UTC",58.2769,-152.9338,1.8,8.80,13,"Kodiak Island region, Alaska"
ak,10353954,2,"Wednesday, November  9, 2011 00:23:03 UTC",63.3797,-145.4669,1.1,21.30, 6,"Central Alaska"
ci,15073804,2,"Wednesday, November  9, 2011 00:20:12 UTC",35.0433,-117.6637,1.0,7.00,14,"Southern California"
ci,15073788,2,"Tuesday, November  8, 2011 23:50:28 UTC",32.8992,-116.2407,1.5,7.00,71,"Southern California"
